event_id,event_timestamp,event_type,business_domain,region,related_entity_id,operational_cost,revenue_impact,governance_risk_level,business_impact_hours,event_status
EVT0010875,2024-01-30,refund_issued,Finance,Southeast,ENT36788,2854.8,-18126.08,Low,0.9,Completed
EVT0010876,2024-01-30,refund_issued,Finance,Southwest,ENT41004,3341.85,-16656.28,Medium,5.5,Completed
EVT0010877,2024-01-30,work_order_completed,Operations,Northeast,ENT92173,15279.26,0,Medium,4.5,Completed
EVT0010878,2024-01-31,invoice_processed,Finance,Northeast,ENT07011,1011.62,15971.4,Low,0.3,Completed
EVT0010879,2024-01-31,work_order_completed,Operations,Central,ENT83724,23619.34,0,Medium,6.1,Completed
EVT0010880,2024-01-31,work_order_completed,Operations,Northeast,ENT03005,27385.87,0,Medium,4.8,Reversed
EVT0010881,2024-01-31,invoice_processed,Finance,Southeast,ENT99259,1878.66,77121.37,Low,0.6,Completed
EVT0010882,2024-01-31,invoice_processed,Finance,Northeast,ENT76990,2462.6,8964.67,Low,0.6,Completed
EVT0010883,2024-01-31,invoice_processed,Finance,Northwest,ENT48622,2057.15,22284.24,Low,0.8,Completed
EVT0010884,2024-01-31,work_order_completed,Operations,Northwest,ENT96526,27516.9,0,Medium,1.5,Completed
EVT0010885,2024-01-31,work_order_completed,Operations,Southwest,ENT39253,7209.01,0,Medium,5.5,Completed
EVT0010886,2024-01-31,asset_maintenance_completed,Asset Management,Southwest,ENT69887,42595.53,0,Medium,5.2,Open
EVT0010887,2024-01-31,invoice_processed,Finance,Southwest,ENT44849,837.27,63037.11,Low,0.3,Completed
EVT0010888,2024-01-31,work_order_completed,Operations,Central,ENT70705,6182.43,0,High,9.4,Open
EVT0010889,2024-01-31,invoice_processed,Finance,Southwest,ENT58390,927.92,55487.29,Low,1.4,Completed
EVT0010890,2024-01-31,forecast_adjusted,FP&A,Central,ENT37577,146.59,2949.52,Low,0.4,Completed
EVT0010891,2024-01-31,vendor_onboarded,Vendor Governance,Central,ENT80577,5242.72,0,Medium,4.5,Completed
EVT0010892,2024-01-31,invoice_processed,Finance,Southwest,ENT66657,2410.54,79884.65,Low,0.6,Completed
EVT0010893,2024-02-01,forecast_adjusted,FP&A,Central,ENT67763,861.17,-5988.84,Low,1.0,Completed
EVT0010894,2024-02-01,vendor_onboarded,Vendor Governance,Northwest,ENT63237,5074.95,0,Low,2.7,Completed
EVT0010895,2024-02-01,work_order_completed,Operations,Southeast,ENT28923,29556.97,0,High,8.6,Completed
EVT0010896,2024-02-01,asset_maintenance_completed,Asset Management,Central,ENT00530,37041.36,0,Medium,4.0,Completed
EVT0010897,2024-02-01,asset_maintenance_completed,Asset Management,Northeast,ENT13156,43557.69,0,High,9.9,Completed
EVT0010898,2024-02-01,invoice_processed,Finance,Northwest,ENT48691,289.84,29795.42,Low,0.6,Completed
EVT0010899,2024-02-01,work_order_completed,Operations,Southeast,ENT31451,15370.72,0,Medium,7.0,Completed
EVT0010900,2024-02-01,work_order_completed,Operations,Northwest,ENT07352,14664.62,0,High,8.6,Delayed
EVT0010901,2024-02-01,invoice_processed,Finance,Northeast,ENT44898,1210.71,54515.41,Low,0.7,Completed
EVT0010902,2024-02-01,invoice_processed,Finance,Northeast,ENT69405,960.13,74475.04,Low,0.4,Completed
EVT0010903,2024-02-01,asset_maintenance_completed,Asset Management,Southeast,ENT02439,18082.11,0,Medium,7.5,Completed
EVT0010904,2024-02-01,invoice_processed,Finance,Northeast,ENT30216,1757.61,39523.04,Low,0.6,Completed
EVT0010905,2024-02-01,invoice_processed,Finance,Northwest,ENT48696,1624.16,74531.23,Low,0.5,Open
EVT0010906,2024-02-01,work_order_completed,Operations,Southwest,ENT42973,15653.94,0,High,8.9,Completed
EVT0010907,2024-02-01,work_order_completed,Operations,Northwest,ENT97808,27695.42,0,Medium,1.5,Completed
EVT0010908,2024-02-01,invoice_processed,Finance,Southeast,ENT37792,393.39,63255.11,Low,1.0,Completed
EVT0010909,2024-02-01,asset_maintenance_completed,Asset Management,Northwest,ENT67023,37787.38,0,Medium,5.7,Open
EVT0010910,2024-02-01,invoice_processed,Finance,Northeast,ENT33725,512.5,84625.54,Low,0.8,Delayed
EVT0010911,2024-02-02,work_order_completed,Operations,Southwest,ENT99292,16419.81,0,Medium,5.8,Completed
EVT0010912,2024-02-02,invoice_processed,Finance,Northwest,ENT16837,2041.2,11874.02,Low,0.3,Completed
EVT0010913,2024-02-02,invoice_processed,Finance,Central,ENT96342,2375.21,49737.9,Low,0.5,Completed
EVT0010914,2024-02-02,forecast_adjusted,FP&A,Southeast,ENT00992,940.82,7543.76,Low,0.5,Completed
EVT0010915,2024-02-02,invoice_processed,Finance,Central,ENT79661,1705.39,9561.9,Low,0.6,Completed
EVT0010916,2024-02-02,work_order_completed,Operations,Central,ENT22818,22053.58,0,Medium,1.1,Open
EVT0010917,2024-02-02,invoice_processed,Finance,Central,ENT56636,542.9,49822.54,Low,0.8,Completed
EVT0010918,2024-02-02,invoice_processed,Finance,Southwest,ENT92402,1810.88,13814.92,Low,0.7,Completed
EVT0010919,2024-02-02,invoice_processed,Finance,Northeast,ENT95913,2094.65,57412.75,Low,0.4,Completed
EVT0010920,2024-02-02,invoice_processed,Finance,Southwest,ENT57592,757.17,37018.86,Low,0.7,Completed
EVT0010921,2024-02-03,invoice_processed,Finance,Southeast,ENT15611,1024.82,43200.56,Low,0.7,Completed
EVT0010922,2024-02-03,asset_maintenance_completed,Asset Management,Southwest,ENT22627,38309.28,0,High,8.1,Completed
EVT0010923,2024-02-03,invoice_processed,Finance,Central,ENT77032,414.39,18996.65,Low,0.6,Completed
EVT0010924,2024-02-03,invoice_processed,Finance,Central,ENT62522,246.72,40104.57,Low,1.0,Completed
EVT0010925,2024-02-03,asset_maintenance_completed,Asset Management,Northwest,ENT49902,34620.45,0,Medium,4.1,Completed
EVT0010926,2024-02-03,invoice_processed,Finance,Southeast,ENT57506,459.2,19981.66,Low,0.9,Completed
EVT0010927,2024-02-03,refund_issued,Finance,Northwest,ENT10187,2818.66,-840.38,Low,2.1,Completed
EVT0010928,2024-02-03,invoice_processed,Finance,Northwest,ENT06401,103.69,53273.11,Low,0.6,Completed
EVT0010929,2024-02-03,asset_maintenance_completed,Asset Management,Central,ENT70151,35492.97,0,Medium,7.5,Completed
EVT0010930,2024-02-03,forecast_adjusted,FP&A,Central,ENT49989,242.83,-3313.84,Low,1.6,Completed
EVT0010931,2024-02-03,refund_issued,Finance,Northeast,ENT29201,5979.69,-21022.89,Low,1.4,Open
EVT0010932,2024-02-03,invoice_processed,Finance,Southeast,ENT37689,1661.43,2709.25,Low,0.6,Completed
EVT0010933,2024-02-03,work_order_completed,Operations,Southeast,ENT56987,984.71,0,High,9.2,Completed
EVT0010934,2024-02-03,work_order_completed,Operations,Northwest,ENT99084,11046.28,0,Medium,6.9,Completed
EVT0010935,2024-02-03,invoice_processed,Finance,Northeast,ENT57350,775.81,47497.68,Low,0.3,Open
EVT0010936,2024-02-03,work_order_completed,Operations,Northeast,ENT58318,22760.01,0,Medium,5.1,Completed
EVT0010937,2024-02-03,forecast_adjusted,FP&A,Northwest,ENT80276,519.6,-7721.57,Low,0.3,Completed
EVT0010938,2024-02-03,forecast_adjusted,FP&A,Northwest,ENT24401,259.73,-3082.58,Low,0.8,Completed
EVT0010939,2024-02-04,work_order_completed,Operations,Central,ENT55129,22312.36,0,Medium,4.6,Reversed
EVT0010940,2024-02-04,asset_maintenance_completed,Asset Management,Northwest,ENT03232,6107.36,0,High,8.6,Completed
EVT0010941,2024-02-04,asset_maintenance_completed,Asset Management,Southeast,ENT67330,4935.64,0,Medium,7.8,Open
EVT0010942,2024-02-04,invoice_processed,Finance,Southwest,ENT84820,1217.65,79168.54,Low,0.2,Completed
EVT0010943,2024-02-04,work_order_completed,Operations,Northeast,ENT85612,22949.06,0,Medium,2.3,Completed
EVT0010944,2024-02-04,invoice_processed,Finance,Northwest,ENT99068,2230.81,50810.9,Low,0.1,Completed
EVT0010945,2024-02-04,invoice_processed,Finance,Southeast,ENT88905,1583.2,30834.29,Low,0.3,Completed
EVT0010946,2024-02-04,asset_maintenance_completed,Asset Management,Northeast,ENT92014,10584.72,0,High,8.1,Delayed
EVT0010947,2024-02-04,invoice_processed,Finance,Southwest,ENT06472,1686.11,77722.64,Low,0.6,Reversed
EVT0010948,2024-02-04,invoice_processed,Finance,Southeast,ENT61785,835.43,36321.91,Low,0.8,Completed
EVT0010949,2024-02-04,work_order_completed,Operations,Central,ENT19496,7423.47,0,Medium,7.2,Open
EVT0010950,2024-02-05,invoice_processed,Finance,Northwest,ENT36926,160.2,12234.52,Low,1.0,Completed
EVT0010951,2024-02-05,invoice_processed,Finance,Central,ENT49436,499.81,38045.63,Low,1.1,Completed
EVT0010952,2024-02-05,invoice_processed,Finance,Central,ENT59754,1901.95,33733.44,Low,0.4,Completed
EVT0010953,2024-02-05,refund_issued,Finance,Central,ENT89116,1755.9,-12353.2,Medium,4.8,Completed
EVT0010954,2024-02-05,forecast_adjusted,FP&A,Southeast,ENT72304,873.69,8837.39,Low,1.8,Completed
EVT0010955,2024-02-05,invoice_processed,Finance,Southwest,ENT78413,549.68,26345.17,Low,1.1,Completed
EVT0010956,2024-02-05,refund_issued,Finance,Southwest,ENT32862,2665.02,-23453.17,Medium,4.6,Open
EVT0010957,2024-02-05,work_order_completed,Operations,Central,ENT90104,1948.68,0,Medium,5.2,Completed
EVT0010958,2024-02-05,asset_maintenance_completed,Asset Management,Southwest,ENT04974,15168.84,0,Medium,4.7,Delayed
EVT0010959,2024-02-05,refund_issued,Finance,Northeast,ENT19924,2388.65,-5588.21,Medium,4.5,Completed
EVT0010960,2024-02-05,invoice_processed,Finance,Southwest,ENT00940,870.74,7794.18,Low,0.7,Open
EVT0010961,2024-02-05,invoice_processed,Finance,Central,ENT98847,780.1,22124.5,Low,0.7,Completed
EVT0010962,2024-02-05,asset_maintenance_completed,Asset Management,Southwest,ENT90935,37075.05,0,Medium,4.3,Completed
EVT0010963,2024-02-05,forecast_adjusted,FP&A,Southwest,ENT69619,737.62,-2428.11,Low,1.2,Completed
EVT0010964,2024-02-05,invoice_processed,Finance,Southwest,ENT77709,1682.99,37882.63,Low,0.2,Completed
EVT0010965,2024-02-05,work_order_completed,Operations,Central,ENT65656,19985.61,0,Medium,3.9,Delayed
EVT0010966,2024-02-05,work_order_completed,Operations,Southwest,ENT91007,25212.06,0,Medium,1.0,Completed
EVT0010967,2024-02-05,work_order_completed,Operations,Southwest,ENT03688,25063.66,0,High,8.4,Delayed
EVT0010968,2024-02-05,refund_issued,Finance,Central,ENT08891,310.47,-22466.85,Low,1.1,Completed
EVT0010969,2024-02-05,work_order_completed,Operations,Northwest,ENT26922,9282.87,0,High,8.4,Completed
EVT0010970,2024-02-05,refund_issued,Finance,Southeast,ENT24907,3828.2,-20830.61,Medium,4.7,Delayed
EVT0010971,2024-02-05,refund_issued,Finance,Southeast,ENT97657,5543.26,-23660.74,Low,0.6,Completed
EVT0010972,2024-02-05,forecast_adjusted,FP&A,Southeast,ENT88856,359.22,9312.99,Low,1.3,Completed
EVT0010973,2024-02-05,refund_issued,Finance,Southwest,ENT66107,660.55,-10325.91,Low,2.1,Open
EVT0010974,2024-02-05,invoice_processed,Finance,Southeast,ENT09808,1336.15,6059.1,Low,1.5,Completed
EVT0010975,2024-02-05,invoice_processed,Finance,Central,ENT40585,183.06,5472.17,Low,0.4,Completed
EVT0010976,2024-02-05,invoice_processed,Finance,Southwest,ENT66713,1173.51,9867.12,Low,0.2,Completed
EVT0010977,2024-02-05,asset_maintenance_completed,Asset Management,Southwest,ENT78862,7738.47,0,Low,2.8,Completed
EVT0010978,2024-02-05,work_order_completed,Operations,Southeast,ENT06851,18122.22,0,High,8.8,Completed
EVT0010979,2024-02-05,invoice_processed,Finance,Central,ENT94195,358.3,75664.22,Low,0.2,Completed
EVT0010980,2024-02-05,invoice_processed,Finance,Southwest,ENT75813,646.21,65406.76,Low,1.4,Completed
EVT0010981,2024-02-05,invoice_processed,Finance,Southeast,ENT37823,1249.44,6095.3,Low,1.0,Completed
EVT0010982,2024-02-05,work_order_completed,Operations,Central,ENT92322,8772.4,0,Low,3.8,Completed
EVT0010983,2024-02-05,invoice_processed,Finance,Northeast,ENT48245,2013.52,28158.74,Low,0.2,Completed
EVT0010984,2024-02-06,work_order_completed,Operations,Northwest,ENT43231,24032.88,0,Medium,6.2,Completed
EVT0010985,2024-02-06,work_order_completed,Operations,Central,ENT57627,16871.54,0,Medium,7.6,Completed
EVT0010986,2024-02-06,forecast_adjusted,FP&A,Northeast,ENT43625,511.12,7308.64,Low,0.6,Completed
EVT0010987,2024-02-06,invoice_processed,Finance,Northwest,ENT50364,824.48,23797.8,Low,0.9,Completed
EVT0010988,2024-02-06,work_order_completed,Operations,Central,ENT72443,29870.58,0,Medium,6.6,Completed
EVT0010989,2024-02-06,invoice_processed,Finance,Southwest,ENT89811,821.45,44482.92,Low,1.4,Completed
EVT0010990,2024-02-06,invoice_processed,Finance,Northwest,ENT14680,1039.14,51376.06,Low,1.2,Completed
EVT0010991,2024-02-06,invoice_processed,Finance,Northeast,ENT86719,1677.79,67785.92,Low,1.2,Completed
EVT0010992,2024-02-06,invoice_processed,Finance,Southeast,ENT63869,1453.94,73253.8,Low,1.0,Completed
EVT0010993,2024-02-06,invoice_processed,Finance,Northwest,ENT56308,201.26,81246.7,Low,1.3,Completed
EVT0010994,2024-02-06,invoice_processed,Finance,Southwest,ENT37123,770.81,22642.74,Low,0.4,Completed
EVT0010995,2024-02-06,invoice_processed,Finance,Northwest,ENT63346,718.94,65604.19,Low,1.2,Completed
EVT0010996,2024-02-06,asset_maintenance_completed,Asset Management,Southeast,ENT89836,26839.75,0,Medium,6.6,Completed
EVT0010997,2024-02-06,invoice_processed,Finance,Southeast,ENT45854,338.41,38371.56,Low,0.7,Completed
EVT0010998,2024-02-06,invoice_processed,Finance,Northeast,ENT82026,2214.02,50585.61,Low,0.1,Completed
EVT0010999,2024-02-06,invoice_processed,Finance,Southeast,ENT50584,447.63,50731.59,Low,0.5,Completed
EVT0011000,2024-02-06,invoice_processed,Finance,Northeast,ENT27973,688.42,73298.57,Low,0.3,Completed
EVT0011001,2024-02-06,work_order_completed,Operations,Northeast,ENT74010,16814.05,0,High,9.4,Completed
EVT0011002,2024-02-07,asset_maintenance_completed,Asset Management,Northeast,ENT46435,6116.28,0,Low,1.7,Completed
EVT0011003,2024-02-07,invoice_processed,Finance,Northeast,ENT79996,1448.2,82449.66,Low,1.5,Completed
EVT0011004,2024-02-07,refund_issued,Finance,Northwest,ENT99634,4245.54,-15147.13,Low,2.6,Completed
EVT0011005,2024-02-07,work_order_completed,Operations,Northeast,ENT08964,716.73,0,Medium,7.6,Completed
EVT0011006,2024-02-07,work_order_completed,Operations,Central,ENT09476,26697.79,0,High,8.0,Delayed
EVT0011007,2024-02-07,forecast_adjusted,FP&A,Central,ENT33598,857.5,-4227.48,Low,0.9,Completed
EVT0011008,2024-02-07,work_order_completed,Operations,Southwest,ENT63211,14672.8,0,High,9.5,Completed
EVT0011009,2024-02-07,invoice_processed,Finance,Southwest,ENT36870,2354.5,4012.07,Low,0.6,Completed
EVT0011010,2024-02-07,refund_issued,Finance,Northwest,ENT34342,2736.87,-8521.03,Medium,4.0,Completed
EVT0011011,2024-02-07,invoice_processed,Finance,Southeast,ENT62237,1427.62,47624.93,Low,0.5,Completed
EVT0011012,2024-02-07,work_order_completed,Operations,Central,ENT93304,1438.24,0,Medium,7.7,Delayed
EVT0011013,2024-02-07,invoice_processed,Finance,Northwest,ENT52314,2141.65,43076.69,Low,1.1,Completed
EVT0011014,2024-02-07,asset_maintenance_completed,Asset Management,Central,ENT35594,28078.34,0,Medium,4.4,Completed
EVT0011015,2024-02-07,invoice_processed,Finance,Southwest,ENT36255,2436.46,37483.12,Low,1.0,Completed
EVT0011016,2024-02-07,invoice_processed,Finance,Southeast,ENT19413,1138.5,13316.31,Low,1.4,Completed
EVT0011017,2024-02-07,invoice_processed,Finance,Northeast,ENT56381,1814.76,29706.1,Low,1.3,Completed
EVT0011018,2024-02-07,invoice_processed,Finance,Central,ENT79926,1552.48,7208.76,Low,0.8,Completed
EVT0011019,2024-02-07,work_order_completed,Operations,Central,ENT40545,22807.18,0,Medium,4.7,Completed
EVT0011020,2024-02-07,refund_issued,Finance,Northwest,ENT07070,5368.97,-9699.67,Medium,4.7,Open
EVT0011021,2024-02-07,refund_issued,Finance,Northwest,ENT48495,2364.84,-6401.17,Medium,4.6,Completed
EVT0011022,2024-02-07,invoice_processed,Finance,Northwest,ENT65268,1080.17,44782.73,Low,1.2,Completed
EVT0011023,2024-02-07,invoice_processed,Finance,Northwest,ENT27396,920.84,56070.65,Low,0.8,Completed
EVT0011024,2024-02-07,invoice_processed,Finance,Southwest,ENT49818,852.81,4663.56,Low,0.3,Completed
EVT0011025,2024-02-07,invoice_processed,Finance,Northeast,ENT78532,1410.93,49428.69,Low,0.4,Completed
EVT0011026,2024-02-07,invoice_processed,Finance,Northwest,ENT63065,2484.56,59841.64,Low,0.7,Completed
EVT0011027,2024-02-07,invoice_processed,Finance,Northeast,ENT95613,938.72,3307.43,Low,0.2,Completed
EVT0011028,2024-02-07,refund_issued,Finance,Central,ENT61392,2369.3,-3494.7,Medium,4.9,Completed
EVT0011029,2024-02-07,work_order_completed,Operations,Southeast,ENT42742,20876.37,0,Medium,3.5,Completed
EVT0011030,2024-02-07,asset_maintenance_completed,Asset Management,Northeast,ENT53301,8395.67,0,Low,3.1,Completed
EVT0011031,2024-02-07,invoice_processed,Finance,Northwest,ENT12222,2187.98,84610.37,Low,1.2,Completed
EVT0011032,2024-02-07,invoice_processed,Finance,Southeast,ENT91935,147.83,52273.69,Low,0.4,Completed
EVT0011033,2024-02-07,invoice_processed,Finance,Southeast,ENT82433,1143.34,63013.82,Low,1.1,Completed
EVT0011034,2024-02-07,refund_issued,Finance,Northeast,ENT32728,1947.82,-11759.59,Medium,4.9,Completed
EVT0011035,2024-02-07,work_order_completed,Operations,Southeast,ENT85852,2338.6,0,High,8.0,Completed
EVT0011036,2024-02-07,invoice_processed,Finance,Southwest,ENT63079,1300.48,33301.04,Low,0.8,Completed
EVT0011037,2024-02-07,refund_issued,Finance,Central,ENT71682,3022.95,-20122.75,Low,3.0,Completed
EVT0011038,2024-02-07,asset_maintenance_completed,Asset Management,Northwest,ENT46291,37722.28,0,Medium,1.8,Completed
EVT0011039,2024-02-07,invoice_processed,Finance,Northeast,ENT89759,1066.18,51591.58,Low,0.1,Reversed
EVT0011040,2024-02-07,forecast_adjusted,FP&A,Central,ENT36193,544.82,2451.1,Low,1.7,Completed
EVT0011041,2024-02-07,forecast_adjusted,FP&A,Southeast,ENT17642,281.35,-1629.62,Low,1.2,Completed
EVT0011042,2024-02-07,invoice_processed,Finance,Southwest,ENT36805,914.83,72650.53,Low,1.4,Delayed
EVT0011043,2024-02-07,work_order_completed,Operations,Central,ENT21802,8378.97,0,Medium,4.2,Completed
EVT0011044,2024-02-07,work_order_completed,Operations,Central,ENT86917,5503.19,0,High,9.2,Completed
EVT0011045,2024-02-08,invoice_processed,Finance,Southeast,ENT16725,1292.02,55004.57,Low,1.4,Completed
EVT0011046,2024-02-08,work_order_completed,Operations,Northwest,ENT76865,13753.01,0,High,10.0,Open
EVT0011047,2024-02-08,invoice_processed,Finance,Central,ENT88170,1155.78,18563.38,Low,1.3,Completed
EVT0011048,2024-02-08,work_order_completed,Operations,Northwest,ENT94762,19312.0,0,Medium,7.3,Completed
EVT0011049,2024-02-08,forecast_adjusted,FP&A,Southeast,ENT11607,942.69,7872.44,Low,0.5,Completed
EVT0011050,2024-02-08,work_order_completed,Operations,Northeast,ENT60231,29768.57,0,Medium,3.9,Open
EVT0011051,2024-02-08,work_order_completed,Operations,Southeast,ENT40402,21672.96,0,Medium,6.8,Completed
EVT0011052,2024-02-08,work_order_completed,Operations,Southwest,ENT73263,553.36,0,High,9.3,Delayed
EVT0011053,2024-02-08,invoice_processed,Finance,Central,ENT13646,1501.9,2921.13,Low,0.9,Completed
EVT0011054,2024-02-08,invoice_processed,Finance,Southwest,ENT95487,1292.16,63917.4,Low,1.4,Completed
EVT0011055,2024-02-08,invoice_processed,Finance,Southeast,ENT10301,666.59,28327.38,Low,1.1,Completed
EVT0011056,2024-02-08,refund_issued,Finance,Southwest,ENT34205,897.95,-24441.4,Medium,4.9,Completed
EVT0011057,2024-02-08,vendor_onboarded,Vendor Governance,Southeast,ENT51887,4700.87,0,Low,3.8,Completed
EVT0011058,2024-02-08,invoice_processed,Finance,Southeast,ENT03328,1468.64,7449.2,Low,0.3,Completed
EVT0011059,2024-02-08,refund_issued,Finance,Southeast,ENT41907,4676.63,-18240.1,Low,2.7,Completed
EVT0011060,2024-02-08,work_order_completed,Operations,Northeast,ENT65700,11969.97,0,Medium,7.6,Completed
EVT0011061,2024-02-08,work_order_completed,Operations,Southwest,ENT80484,23513.99,0,Medium,6.3,Completed
EVT0011062,2024-02-08,work_order_completed,Operations,Southwest,ENT47609,7040.61,0,Medium,6.1,Completed
EVT0011063,2024-02-09,invoice_processed,Finance,Northwest,ENT86823,686.45,69521.97,Low,1.2,Completed
EVT0011064,2024-02-09,refund_issued,Finance,Northeast,ENT21285,2672.5,-12074.85,Low,1.4,Completed
EVT0011065,2024-02-09,invoice_processed,Finance,Central,ENT69089,1153.92,64786.35,Low,0.5,Completed
EVT0011066,2024-02-09,invoice_processed,Finance,Southwest,ENT57790,2230.07,74797.66,Low,0.5,Open
EVT0011067,2024-02-09,work_order_completed,Operations,Southeast,ENT63983,3850.4,0,Low,2.0,Completed
EVT0011068,2024-02-09,invoice_processed,Finance,Northwest,ENT61783,566.18,31457.7,Low,0.9,Completed
EVT0011069,2024-02-09,refund_issued,Finance,Central,ENT91713,1510.7,-21342.06,Medium,5.6,Delayed
EVT0011070,2024-02-09,asset_maintenance_completed,Asset Management,Southwest,ENT53799,33895.37,0,Medium,6.4,Completed
EVT0011071,2024-02-09,invoice_processed,Finance,Northeast,ENT22031,2434.74,79414.32,Low,0.2,Completed
EVT0011072,2024-02-09,asset_maintenance_completed,Asset Management,Northwest,ENT48417,37812.17,0,Medium,2.9,Completed
EVT0011073,2024-02-10,forecast_adjusted,FP&A,Southwest,ENT99598,970.14,-6263.32,Low,1.3,Completed
EVT0011074,2024-02-10,work_order_completed,Operations,Southeast,ENT70973,7344.06,0,Low,1.9,Completed
EVT0011075,2024-02-10,invoice_processed,Finance,Northeast,ENT49185,2042.98,78566.23,Low,0.3,Completed
EVT0011076,2024-02-10,work_order_completed,Operations,Southwest,ENT87006,17434.25,0,Medium,6.8,Reversed
EVT0011077,2024-02-10,work_order_completed,Operations,Central,ENT72873,27238.92,0,Medium,5.0,Completed
EVT0011078,2024-02-10,work_order_completed,Operations,Northeast,ENT87952,5767.11,0,Medium,7.2,Completed
EVT0011079,2024-02-10,asset_maintenance_completed,Asset Management,Northwest,ENT93230,8109.19,0,Medium,4.9,Completed
EVT0011080,2024-02-10,work_order_completed,Operations,Northwest,ENT92409,16125.49,0,Medium,2.9,Open
EVT0011081,2024-02-10,invoice_processed,Finance,Northwest,ENT58375,230.06,49757.93,Low,1.4,Completed
EVT0011082,2024-02-10,invoice_processed,Finance,Central,ENT08102,1429.32,70121.16,Low,0.5,Delayed
EVT0011083,2024-02-10,invoice_processed,Finance,Southeast,ENT70424,1832.5,20636.43,Low,0.6,Completed
EVT0011084,2024-02-10,work_order_completed,Operations,Southwest,ENT46771,14209.01,0,High,9.8,Open
EVT0011085,2024-02-10,work_order_completed,Operations,Southwest,ENT93376,10628.1,0,Medium,4.5,Completed
EVT0011086,2024-02-10,forecast_adjusted,FP&A,Northwest,ENT08668,967.77,-1757.1,Low,1.8,Completed
EVT0011087,2024-02-10,invoice_processed,Finance,Central,ENT00996,1225.2,19863.01,Low,0.7,Delayed
EVT0011088,2024-02-10,asset_maintenance_completed,Asset Management,Northeast,ENT39659,22562.94,0,Medium,3.2,Completed
EVT0011089,2024-02-10,asset_maintenance_completed,Asset Management,Southeast,ENT29784,26817.82,0,High,10.5,Completed
EVT0011090,2024-02-10,invoice_processed,Finance,Northwest,ENT99970,1659.81,39688.6,Low,0.4,Completed
EVT0011091,2024-02-10,forecast_adjusted,FP&A,Northeast,ENT25944,356.57,4711.96,Low,0.4,Completed
EVT0011092,2024-02-10,asset_maintenance_completed,Asset Management,Northeast,ENT04708,34820.98,0,Medium,2.8,Completed
EVT0011093,2024-02-10,work_order_completed,Operations,Northeast,ENT89207,17451.28,0,Medium,6.1,Delayed
EVT0011094,2024-02-10,refund_issued,Finance,Southwest,ENT96498,4736.61,-21696.88,Medium,4.2,Completed
EVT0011095,2024-02-10,invoice_processed,Finance,Southwest,ENT07283,1270.24,56316.79,Low,0.5,Completed
EVT0011096,2024-02-10,vendor_onboarded,Vendor Governance,Northwest,ENT34906,6769.06,0,Medium,4.5,Completed
EVT0011097,2024-02-10,invoice_processed,Finance,Central,ENT91379,258.36,49674.31,Low,0.4,Completed
EVT0011098,2024-02-10,vendor_onboarded,Vendor Governance,Central,ENT05118,1278.91,0,Low,1.4,Completed
EVT0011099,2024-02-10,invoice_processed,Finance,Northwest,ENT80525,1392.1,72463.67,Low,0.7,Completed
EVT0011100,2024-02-10,work_order_completed,Operations,Southeast,ENT23264,8188.89,0,Medium,7.9,Completed
EVT0011101,2024-02-11,invoice_processed,Finance,Southeast,ENT67734,1576.31,56030.77,Low,1.0,Completed
EVT0011102,2024-02-11,refund_issued,Finance,Northwest,ENT80841,3199.18,-5779.02,Low,1.9,Completed
EVT0011103,2024-02-11,work_order_completed,Operations,Southwest,ENT91730,11258.85,0,High,8.5,Completed
EVT0011104,2024-02-11,invoice_processed,Finance,Northeast,ENT45528,1100.04,47055.33,Low,0.7,Open
EVT0011105,2024-02-11,refund_issued,Finance,Northeast,ENT69457,2277.49,-21136.99,Low,2.6,Completed
EVT0011106,2024-02-11,vendor_onboarded,Vendor Governance,Central,ENT89957,1356.1,0,Medium,4.5,Open
EVT0011107,2024-02-11,invoice_processed,Finance,Southeast,ENT72131,2111.37,44764.49,Low,1.1,Completed
EVT0011108,2024-02-11,invoice_processed,Finance,Northwest,ENT76337,1166.84,19088.64,Low,1.3,Completed
EVT0011109,2024-02-11,invoice_processed,Finance,Southeast,ENT64295,1392.91,67915.78,Low,0.6,Completed
EVT0011110,2024-02-11,asset_maintenance_completed,Asset Management,Southwest,ENT64231,42746.66,0,Medium,6.1,Completed
EVT0011111,2024-02-12,work_order_completed,Operations,Southeast,ENT06108,17454.47,0,High,8.6,Completed
EVT0011112,2024-02-12,work_order_completed,Operations,Northeast,ENT60025,27405.56,0,Medium,7.3,Completed
EVT0011113,2024-02-12,asset_maintenance_completed,Asset Management,Southwest,ENT81260,38934.17,0,Medium,3.3,Completed
EVT0011114,2024-02-12,invoice_processed,Finance,Central,ENT72171,2403.93,38275.91,Low,1.1,Completed
EVT0011115,2024-02-12,asset_maintenance_completed,Asset Management,Northwest,ENT33730,43415.99,0,High,8.2,Completed
EVT0011116,2024-02-12,work_order_completed,Operations,Central,ENT11948,8543.78,0,Medium,6.0,Completed
EVT0011117,2024-02-12,forecast_adjusted,FP&A,Southeast,ENT85349,868.08,-5675.14,Low,0.6,Delayed
EVT0011118,2024-02-12,asset_maintenance_completed,Asset Management,Southeast,ENT46936,29107.56,0,Medium,1.9,Completed
EVT0011119,2024-02-12,invoice_processed,Finance,Southeast,ENT24883,2449.47,37569.66,Low,0.5,Completed
EVT0011120,2024-02-12,work_order_completed,Operations,Central,ENT56867,13956.29,0,High,9.9,Completed
